company_id,fiscal_year,computed_eps,published_eps,eps_rel_error_pct,computed_pe,published_pe,pe_rel_error_pct,check_scope,source_url
nxp,2024,9.875824,9.73,1.499,23.2284,,,historical,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/
nxp,2025,8.030230,7.95,1.009,28.5671,,,historical,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/
nxp,2026,14.712647,14.73,0.118,15.5737,15.1,3.137,forecast,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/
nxp,2027,15.351121,15.63,1.784,14.6769,14.2,3.358,forecast,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/
nxp,2028,17.631383,18.18,3.018,13.0109,,,forecast,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/
teradyne,2024,3.330447,3.32,0.315,102.5748,,,historical,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/
teradyne,2025,3.537495,3.47,1.945,96.5712,,,historical,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/
teradyne,2026,8.993162,8.878,1.297,38.4794,38.5,0.054,forecast,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/
teradyne,2027,11.737164,11.74,0.024,29.0988,29.1,0.004,forecast,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/
teradyne,2028,15.383041,15.58,1.264,22.2076,,,forecast,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/
coherent,2024,-1.833256,-1.84,0.367,,,,historical,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/
coherent,2025,-0.518525,-0.52,0.284,,,,historical,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/
coherent,2026,3.935309,4.12,4.483,65.9160,,,forecast,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/
coherent,2027,7.817926,7.432,5.193,34.9031,36.1,3.315,forecast,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/
coherent,2028,13.246048,12.19,8.663,21.2797,22,3.274,forecast,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/
nanya-technology,2024,-1.640403,-1.64,0.025,,,,historical,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/
nanya-technology,2025,2.130943,2.13,0.044,224.0792,,,historical,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/
nanya-technology,2026,61.382712,65.87,6.812,7.2491,7.86,7.772,forecast,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/
nanya-technology,2027,85.838353,96.94,11.452,4.9257,5.34,7.758,forecast,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/
nanya-technology,2028,120.630768,109.1,10.569,3.9584,,,forecast,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/
amec,2024,1.742651,1.745,0.135,201.1419,,,historical,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/
amec,2025,2.270298,2.255,0.678,154.3938,,,historical,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/
amec,2026,5.074950,5.328,4.749,65.7883,64.5,1.997,forecast,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/
amec,2027,5.494643,5.712,3.805,61.3655,60.2,1.936,forecast,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/
amec,2028,7.539866,8.351,9.713,46.4889,,,forecast,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/
hoya,2024,515.499635,515.5,0.000,47.4491,,,historical,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/
hoya,2025,581.399898,581.4,0.000,42.0709,,,historical,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/
hoya,2026,743.899428,743.9,0.000,32.8808,,,forecast,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/
hoya,2027,815.799925,815.8,0.000,29.9828,,,forecast,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/
hoya,2028,918.901106,918.9,0.000,26.6188,,,forecast,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/
astera-labs,2024,-0.525941,-0.64,17.822,,,,historical,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/
astera-labs,2025,1.297187,1.22,6.327,212.7065,,,historical,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/
astera-labs,2026,3.389918,3.266,3.794,84.4825,83.9,0.694,forecast,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/
astera-labs,2027,4.941638,4.738,4.298,58.2355,57.9,0.580,forecast,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/
astera-labs,2028,6.380955,6.357,0.377,43.2412,,,forecast,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/
umc,2024,3.758623,3.8,1.089,35.2523,,,historical,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/
umc,2025,3.322587,3.34,0.521,39.8786,,,historical,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/
umc,2026,6.959856,7.079,1.683,18.7173,18.7,0.093,forecast,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/
umc,2027,6.682762,6.97,4.121,19.0100,19,0.053,forecast,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/
umc,2028,7.652231,7.969,3.975,17.3152,,,forecast,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/
unimicron,2024,3.335018,3.31,0.756,291.7526,,,historical,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/
unimicron,2025,4.365284,4.34,0.583,222.8950,,,historical,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/
unimicron,2026,20.321003,20.21,0.549,48.1445,48.1,0.092,forecast,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/
unimicron,2027,34.060159,36.25,6.041,26.8414,26.8,0.154,forecast,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/
unimicron,2028,52.443245,57.23,8.364,18.5534,,,forecast,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/
asm-international,2024,13.998204,13.89,0.779,55.0785,,,historical,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/
asm-international,2025,14.807161,14.7,0.729,52.0694,,,historical,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/
asm-international,2026,23.028868,23.15,0.523,33.3045,34.4,3.184,forecast,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/
asm-international,2027,30.501000,31.15,2.083,24.7512,25.6,3.316,forecast,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/
asm-international,2028,35.829488,37.19,3.658,21.5186,,,forecast,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/
stmicroelectronics,2024,1.733515,1.66,4.429,29.1114,,,historical,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/
stmicroelectronics,2025,0.186780,0.18,3.767,270.1841,,,historical,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/
stmicroelectronics,2026,1.209500,1.155,4.719,43.6926,43.9,0.472,forecast,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/
stmicroelectronics,2027,2.523248,2.581,2.238,19.5525,19.6,0.242,forecast,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/
stmicroelectronics,2028,3.443545,3.731,7.705,14.6550,,,forecast,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/
credo,2024,-0.173739,-0.18,3.478,,,,historical,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/
credo,2025,0.307301,0.29,5.966,541.9444,,,historical,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/
credo,2026,2.560586,2.51,2.015,65.0398,,,forecast,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/
credo,2027,4.742114,4.425,7.166,37.6362,37.3,0.901,forecast,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/
credo,2028,8.226171,7.465,10.197,22.3094,22.1,0.948,forecast,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/
gigadevice,2024,1.656475,1.66,0.212,234.7516,,,historical,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/
gigadevice,2025,2.365216,2.47,4.242,164.4078,,,historical,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/
gigadevice,2026,20.652801,20.88,1.088,18.6236,18.6,0.127,forecast,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/
gigadevice,2027,18.325745,17.95,2.093,21.6635,21.7,0.168,forecast,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/
gigadevice,2028,16.716899,16.95,1.375,23.2615,,,forecast,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/
metax,2024,,-7.01,,,,,historical,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/
metax,2025,-1.973007,-2.44,19.139,,,,historical,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/
metax,2026,1.367408,1.368,0.043,491.7617,492,0.048,forecast,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/
metax,2027,2.119470,2.034,4.202,330.7424,331,0.078,forecast,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/
metax,2028,4.628843,4.371,5.899,145.3344,,,forecast,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/
microchip,2024,3.528946,3.48,1.406,20.2355,,,historical,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/
microchip,2025,-0.005020,-0.01,49.797,,,,historical,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/
microchip,2026,0.219539,0.22,0.210,325.2732,,,forecast,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/
microchip,2027,2.176760,2.131,2.147,33.5101,33.5,0.030,forecast,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/
microchip,2028,3.182268,3.181,0.040,22.4489,22.4,0.218,forecast,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/
