company_id,fiscal_year,fiscal_period,reporting_currency,net_income,income_scale,ebitda,fcf,fcf_scale,net_debt,net_debt_scale,diluted_shares_thousands,source_eps,share_source_method,source_url,source_retrieved_at
microchip,2025,March,USD,-2.7,Million,1337,772.1,Million,4859,Million,537819,-0.01,published diluted share count,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/,2026-09-03
microchip,2026,March,USD,118.8,Million,1496,871,Million,5256,Million,541135,0.22,published diluted share count,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/,2026-09-03
microchip,2027,March,USD,1182,Million,2815,1898,Million,4507,Million,543009,2.131,published diluted share count,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/,2026-09-03
microchip,2028,March,USD,1728,Million,3281,2262,Million,3223,Million,543009,3.181,published diluted share count,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/,2026-09-03
microchip,2029,March,USD,2175,Million,3502,2412,Million,1757,Million,543009,3.921,published diluted share count,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/,2026-09-03
disco,2024,March,JPY,84205,Million,132521,81121,Million,-215486,Million,108349,777.3,published diluted share count,https://www.marketscreener.com/quote/stock/DISCO-CORPORATION-6491471/finances/,2026-09-03
disco,2025,March,JPY,123900,Million,179000,53503,Million,-229167,Million,108375,1143,published diluted share count,https://www.marketscreener.com/quote/stock/DISCO-CORPORATION-6491471/finances/,2026-09-03
disco,2026,March,JPY,135521,Million,199810,-2226,Million,-284575,Million,108462,1250,published diluted share count,https://www.marketscreener.com/quote/stock/DISCO-CORPORATION-6491471/finances/,2026-09-03
disco,2027,March,JPY,187847,Million,267056,126443,Million,-343946,Million,108468,1743,published diluted share count,https://www.marketscreener.com/quote/stock/DISCO-CORPORATION-6491471/finances/,2026-09-03
disco,2028,March,JPY,229815,Million,322297,173967,Million,-430027,Million,108468,2123,published diluted share count,https://www.marketscreener.com/quote/stock/DISCO-CORPORATION-6491471/finances/,2026-09-03
disco,2029,March,JPY,268561,Million,369810,208071,Million,-543956,Million,108468,2418,published diluted share count,https://www.marketscreener.com/quote/stock/DISCO-CORPORATION-6491471/finances/,2026-09-03
renesas,2024,December,JPY,219084,Million,486200,210595,Million,1185125,Million,1791959,120.8,published diluted share count,https://www.marketscreener.com/quote/stock/RENESAS-ELECTRONICS-CORPO-6496219/finances/,2026-09-03
renesas,2025,December,JPY,-51800,Million,464100,328171,Million,872069,Million,1812257,-28.65,published diluted share count,https://www.marketscreener.com/quote/stock/RENESAS-ELECTRONICS-CORPO-6496219/finances/,2026-09-03
renesas,2026,December,JPY,291185,Million,615036,349225,Million,574519,Million,1827489,160.8,published diluted share count,https://www.marketscreener.com/quote/stock/RENESAS-ELECTRONICS-CORPO-6496219/finances/,2026-09-03
renesas,2027,December,JPY,344543,Million,704849,411150,Million,211425,Million,1827489,187,published diluted share count,https://www.marketscreener.com/quote/stock/RENESAS-ELECTRONICS-CORPO-6496219/finances/,2026-09-03
renesas,2028,December,JPY,397705,Million,816829,454800,Million,-273076,Million,1827489,211.6,published diluted share count,https://www.marketscreener.com/quote/stock/RENESAS-ELECTRONICS-CORPO-6496219/finances/,2026-09-03
montage,2024,December,CNY,1412,Million,1167,1312,Million,-6827,Million,1144789,1.25,published diluted share count,https://www.marketscreener.com/quote/stock/MONTAGE-TECHNOLOGY-CO-LTD-65220645/finances/,2026-09-03
montage,2025,December,CNY,2236,Million,1998,1756,Million,-8464,Million,1135975,1.96,published diluted share count,https://www.marketscreener.com/quote/stock/MONTAGE-TECHNOLOGY-CO-LTD-65220645/finances/,2026-09-03
montage,2026,December,CNY,3964,Million,3412,3517,Million,-15993,Million,1209667,3.258,published diluted share count,https://www.marketscreener.com/quote/stock/MONTAGE-TECHNOLOGY-CO-LTD-65220645/finances/,2026-09-03
montage,2027,December,CNY,5643,Million,5411,4500,Million,-19562,Million,1209667,4.589,published diluted share count,https://www.marketscreener.com/quote/stock/MONTAGE-TECHNOLOGY-CO-LTD-65220645/finances/,2026-09-03
montage,2028,December,CNY,8097,Million,7618,7139,Million,-25226,Million,1209667,6.578,published diluted share count,https://www.marketscreener.com/quote/stock/MONTAGE-TECHNOLOGY-CO-LTD-65220645/finances/,2026-09-03
ibiden,2024,March,JPY,31490,Million,93600,59775,Million,-47167,Million,279389,112.7,published diluted share count,https://www.marketscreener.com/quote/stock/IBIDEN-CO-LTD-6494666/finances/,2026-09-03
ibiden,2025,March,JPY,33704,Million,101826,-45287,Million,-47596,Million,279388,120.7,published diluted share count,https://www.marketscreener.com/quote/stock/IBIDEN-CO-LTD-6494666/finances/,2026-09-03
ibiden,2026,March,JPY,63713,Million,128263,53991,Million,-103205,Million,279246,228.2,published diluted share count,https://www.marketscreener.com/quote/stock/IBIDEN-CO-LTD-6494666/finances/,2026-09-03
ibiden,2027,March,JPY,83668,Million,207804,-101751,Million,-56623,Million,279468,294.4,published diluted share count,https://www.marketscreener.com/quote/stock/IBIDEN-CO-LTD-6494666/finances/,2026-09-03
ibiden,2028,March,JPY,127020,Million,291262,-36021,Million,-95983,Million,279468,447.4,published diluted share count,https://www.marketscreener.com/quote/stock/IBIDEN-CO-LTD-6494666/finances/,2026-09-03
ibiden,2029,March,JPY,178627,Million,384808,190054,Million,-178294,Million,279468,631.8,published diluted share count,https://www.marketscreener.com/quote/stock/IBIDEN-CO-LTD-6494666/finances/,2026-09-03
shennan-circuits,2024,December,CNY,1878,Million,3449,459.2,Million,1740,Million,666741,2.815,published diluted share count,https://www.marketscreener.com/quote/stock/SHENNAN-CIRCUITS-CO-LTD-46415199/finances/,2026-09-03
shennan-circuits,2025,December,CNY,3276,Million,5303,72.91,Million,2511,Million,666741,4.91,published diluted share count,https://www.marketscreener.com/quote/stock/SHENNAN-CIRCUITS-CO-LTD-46415199/finances/,2026-09-03
shennan-circuits,2026,December,CNY,5488,Million,8146,-78.38,Million,1763,Million,681167,8.144,published diluted share count,https://www.marketscreener.com/quote/stock/SHENNAN-CIRCUITS-CO-LTD-46415199/finances/,2026-09-03
shennan-circuits,2027,December,CNY,8080,Million,11331,3367,Million,469,Million,681167,11.77,published diluted share count,https://www.marketscreener.com/quote/stock/SHENNAN-CIRCUITS-CO-LTD-46415199/finances/,2026-09-03
shennan-circuits,2028,December,CNY,10633,Million,14326,6588,Million,-6771,Million,681167,15.67,published diluted share count,https://www.marketscreener.com/quote/stock/SHENNAN-CIRCUITS-CO-LTD-46415199/finances/,2026-09-03
hon-precision,2024,December,TWD,5286,Million,,,Million,,Million,161600,32.73,published diluted share count,https://www.marketscreener.com/quote/stock/HON-PRECISION-INC-173856804/finances/,2026-09-03
hon-precision,2025,December,TWD,12362,Million,15114,15900,Million,-54023,Million,179930,75.54,published diluted share count,https://www.marketscreener.com/quote/stock/HON-PRECISION-INC-173856804/finances/,2026-09-03
hon-precision,2026,December,TWD,23368,Million,27848,16448,Million,-58055,Million,179930,129.7,published diluted share count,https://www.marketscreener.com/quote/stock/HON-PRECISION-INC-173856804/finances/,2026-09-03
hon-precision,2027,December,TWD,37431,Million,46683,31837,Million,-63319,Million,179930,208,published diluted share count,https://www.marketscreener.com/quote/stock/HON-PRECISION-INC-173856804/finances/,2026-09-03
hon-precision,2028,December,TWD,64897,Million,81718,49580,Million,-77174,Million,179930,351.3,published diluted share count,https://www.marketscreener.com/quote/stock/HON-PRECISION-INC-173856804/finances/,2026-09-03
piotech,2024,December,CNY,688.5,Million,827,-968.7,Million,645,Million,277053,2.46,published diluted share count,https://www.marketscreener.com/quote/stock/PIOTECH-INC-142488002/finances/,2026-09-03
piotech,2025,December,CNY,929.3,Million,1109,3058,Million,-2261,Million,279896,3.29,published diluted share count,https://www.marketscreener.com/quote/stock/PIOTECH-INC-142488002/finances/,2026-09-03
piotech,2026,December,CNY,2613,Million,2249,695,Million,-5381,Million,289411,9.166,published diluted share count,https://www.marketscreener.com/quote/stock/PIOTECH-INC-142488002/finances/,2026-09-03
piotech,2027,December,CNY,3589,Million,3462,713,Million,-5488,Million,289411,11.57,published diluted share count,https://www.marketscreener.com/quote/stock/PIOTECH-INC-142488002/finances/,2026-09-03
piotech,2028,December,CNY,6413,Million,5182,1704,Million,-6256,Million,289411,22.49,published diluted share count,https://www.marketscreener.com/quote/stock/PIOTECH-INC-142488002/finances/,2026-09-03
yuanjie,2024,December,CNY,-6.134,Million,33.33,,Million,-1120,Million,123264,-0.0483,published diluted share count,https://www.marketscreener.com/quote/stock/YUANJIE-SEMICONDUCTOR-TEC-150803584/finances/,2026-09-03
yuanjie,2025,December,CNY,190.9,Million,271.6,,Million,,Million,123969,1.538,published diluted share count,https://www.marketscreener.com/quote/stock/YUANJIE-SEMICONDUCTOR-TEC-150803584/finances/,2026-09-03
yuanjie,2026,December,CNY,763.1,Million,966.7,-290,Million,-599,Million,124225,6.624,published diluted share count,https://www.marketscreener.com/quote/stock/YUANJIE-SEMICONDUCTOR-TEC-150803584/finances/,2026-09-03
yuanjie,2027,December,CNY,1280,Million,1915,-3,Million,-557,Million,124225,10.97,published diluted share count,https://www.marketscreener.com/quote/stock/YUANJIE-SEMICONDUCTOR-TEC-150803584/finances/,2026-09-03
yuanjie,2028,December,CNY,2632,Million,3278,847,Million,-1152,Million,124225,22.31,published diluted share count,https://www.marketscreener.com/quote/stock/YUANJIE-SEMICONDUCTOR-TEC-150803584/finances/,2026-09-03
onsemi,2024,December,USD,1573,Million,2558,1212,Million,655,Million,425797,3.63,published diluted share count,https://www.marketscreener.com/quote/stock/ON-SEMICONDUCTOR-CORPORAT-10340/finances/,2026-09-03
onsemi,2025,December,USD,121,Million,1756,1419,Million,433,Million,402378,0.29,published diluted share count,https://www.marketscreener.com/quote/stock/ON-SEMICONDUCTOR-CORPORAT-10340/finances/,2026-09-03
onsemi,2026,December,USD,877,Million,2090,1616,Million,480,Million,389312,2.213,published diluted share count,https://www.marketscreener.com/quote/stock/ON-SEMICONDUCTOR-CORPORAT-10340/finances/,2026-09-03
onsemi,2027,December,USD,1643,Million,2589,2027,Million,215,Million,389312,4.244,published diluted share count,https://www.marketscreener.com/quote/stock/ON-SEMICONDUCTOR-CORPORAT-10340/finances/,2026-09-03
onsemi,2028,December,USD,2153,Million,3163,2489,Million,21.2,Million,389312,5.851,published diluted share count,https://www.marketscreener.com/quote/stock/ON-SEMICONDUCTOR-CORPORAT-10340/finances/,2026-09-03
hua-hong,2024,December,USD,58.11,Million,400.1,-2320,Million,-2238,Million,1718469,0.034,published diluted share count,https://www.marketscreener.com/quote/stock/HUA-HONG-GRACE-SEMICONDUC-18231307/finances/,2026-09-03
hua-hong,2025,December,USD,54.88,Million,585.7,-1164,Million,-1684,Million,1737614,0.032,published diluted share count,https://www.marketscreener.com/quote/stock/HUA-HONG-GRACE-SEMICONDUC-18231307/finances/,2026-09-03
hua-hong,2026,December,USD,197.4,Million,1041,-942.2,Million,-1356,Million,1737726,0.1103,published diluted share count,https://www.marketscreener.com/quote/stock/HUA-HONG-GRACE-SEMICONDUC-18231307/finances/,2026-09-03
hua-hong,2027,December,USD,286.2,Million,1518,-859.8,Million,-669,Million,1737726,0.1566,published diluted share count,https://www.marketscreener.com/quote/stock/HUA-HONG-GRACE-SEMICONDUC-18231307/finances/,2026-09-03
hua-hong,2028,December,USD,355,Million,1836,-436.7,Million,-635,Million,1737726,0.1908,published diluted share count,https://www.marketscreener.com/quote/stock/HUA-HONG-GRACE-SEMICONDUC-18231307/finances/,2026-09-03
changchuan,2024,December,CNY,458.4,Million,569.7,,Million,,Million,626784,0.72,published diluted share count,https://www.marketscreener.com/quote/stock/HANGZHOU-CHANGCHUAN-TECHN-36818718/finances/,2026-09-03
changchuan,2025,December,CNY,1331,Million,1451,,Million,105,Million,634403,2.09,published diluted share count,https://www.marketscreener.com/quote/stock/HANGZHOU-CHANGCHUAN-TECHN-36818718/finances/,2026-09-03
changchuan,2026,December,CNY,1996,Million,2300,,Million,-1368,Million,632780,3.151,published diluted share count,https://www.marketscreener.com/quote/stock/HANGZHOU-CHANGCHUAN-TECHN-36818718/finances/,2026-09-03
changchuan,2027,December,CNY,3052,Million,3346,,Million,-1935,Million,632780,4.811,published diluted share count,https://www.marketscreener.com/quote/stock/HANGZHOU-CHANGCHUAN-TECHN-36818718/finances/,2026-09-03
changchuan,2028,December,CNY,4235,Million,4808,,Million,-2848,Million,632780,6.675,published diluted share count,https://www.marketscreener.com/quote/stock/HANGZHOU-CHANGCHUAN-TECHN-36818718/finances/,2026-09-03
winbond,2024,December,TWD,601,Million,13194,-5931,Million,39108,Million,4500000,0.14,published diluted share count,https://www.marketscreener.com/quote/stock/WINBOND-ELECTRONICS-CORPO-6491617/finances/,2026-09-03
winbond,2025,December,TWD,3962,Million,18217,4687,Million,13405,Million,4500000,0.88,published diluted share count,https://www.marketscreener.com/quote/stock/WINBOND-ELECTRONICS-CORPO-6491617/finances/,2026-09-03
winbond,2026,December,TWD,116755,Million,157062,64052,Million,-26302,Million,4500000,25.41,published diluted share count,https://www.marketscreener.com/quote/stock/WINBOND-ELECTRONICS-CORPO-6491617/finances/,2026-09-03
winbond,2027,December,TWD,237075,Million,316083,205192,Million,-230351,Million,4500000,52.28,published diluted share count,https://www.marketscreener.com/quote/stock/WINBOND-ELECTRONICS-CORPO-6491617/finances/,2026-09-03
winbond,2028,December,TWD,177011,Million,292740,176343,Million,,Million,4500000,48.99,published diluted share count,https://www.marketscreener.com/quote/stock/WINBOND-ELECTRONICS-CORPO-6491617/finances/,2026-09-03
global-unichip,2024,December,TWD,3451,Million,4297,5772,Million,-10427,Million,134012,25.75,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBAL-UNICHIP-CORP-6498981/finances/,2026-09-03
global-unichip,2025,December,TWD,3770,Million,5027,-1982,Million,-6650,Million,134012,28.13,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBAL-UNICHIP-CORP-6498981/finances/,2026-09-03
global-unichip,2026,December,TWD,7022,Million,8602,4288,Million,-9753,Million,134012,51.86,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBAL-UNICHIP-CORP-6498981/finances/,2026-09-03
global-unichip,2027,December,TWD,15949,Million,17670,4032,Million,-10164,Million,134012,121.2,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBAL-UNICHIP-CORP-6498981/finances/,2026-09-03
global-unichip,2028,December,TWD,21430,Million,26942,15390,Million,-18565,Million,134012,165.6,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBAL-UNICHIP-CORP-6498981/finances/,2026-09-03
qnity,2025,December,USD,692,Million,1402,706,Million,3088,Million,209463,3.3,published diluted share count,https://www.marketscreener.com/quote/stock/QNITY-ELECTRONICS-INC-197478400/finances/,2026-09-03
qnity,2026,December,USD,780.3,Million,1704,489.8,Million,2787,Million,209209,3.72,published diluted share count,https://www.marketscreener.com/quote/stock/QNITY-ELECTRONICS-INC-197478400/finances/,2026-09-03
qnity,2027,December,USD,1057,Million,1956,930.4,Million,2080,Million,209209,5.047,published diluted share count,https://www.marketscreener.com/quote/stock/QNITY-ELECTRONICS-INC-197478400/finances/,2026-09-03
qnity,2028,December,USD,1248,Million,2143,1099,Million,1189,Million,209209,5.966,published diluted share count,https://www.marketscreener.com/quote/stock/QNITY-ELECTRONICS-INC-197478400/finances/,2026-09-03
nanya-pcb,2024,December,TWD,203.7,Million,5193,-219.1,Million,-8481,Million,646166,0.32,published diluted share count,https://www.marketscreener.com/quote/stock/NAN-YA-PRINTED-CIRCUIT-BO-6498761/finances/,2026-09-03
nanya-pcb,2025,December,TWD,1947,Million,8876,604.7,Million,-8590,Million,646166,3.01,published diluted share count,https://www.marketscreener.com/quote/stock/NAN-YA-PRINTED-CIRCUIT-BO-6498761/finances/,2026-09-03
nanya-pcb,2026,December,TWD,11407,Million,21204,11407,Million,-17835,Million,646166,18.18,published diluted share count,https://www.marketscreener.com/quote/stock/NAN-YA-PRINTED-CIRCUIT-BO-6498761/finances/,2026-09-03
nanya-pcb,2027,December,TWD,28648,Million,46482,25885,Million,-33081,Million,646166,45.45,published diluted share count,https://www.marketscreener.com/quote/stock/NAN-YA-PRINTED-CIRCUIT-BO-6498761/finances/,2026-09-03
nanya-pcb,2028,December,TWD,55270,Million,74632,53327,Million,-65718,Million,646166,74.76,published diluted share count,https://www.marketscreener.com/quote/stock/NAN-YA-PRINTED-CIRCUIT-BO-6498761/finances/,2026-09-03
globalfoundries,2024,December,USD,-262,Million,2475,1107,Million,-1580,Million,552655,-0.48,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALFOUNDRIES-INC-128691269/finances/,2026-09-03
globalfoundries,2025,December,USD,888,Million,2357,1157,Million,-1899,Million,555682,1.59,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALFOUNDRIES-INC-128691269/finances/,2026-09-03
globalfoundries,2026,December,USD,722.2,Million,2398,627.2,Million,-1138,Million,548751,1.3,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALFOUNDRIES-INC-128691269/finances/,2026-09-03
globalfoundries,2027,December,USD,1169,Million,2890,769.6,Million,-2400,Million,548751,2.172,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALFOUNDRIES-INC-128691269/finances/,2026-09-03
globalfoundries,2028,December,USD,1573,Million,3454,1262,Million,-3758,Million,548751,3.06,published diluted share count,https://www.marketscreener.com/quote/stock/GLOBALFOUNDRIES-INC-128691269/finances/,2026-09-03
longsys,2024,December,CNY,498.7,Million,1365,-2126,Million,6677,Million,415982,1.2,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-LONGSYS-ELECTRON-146716281/finances/,2026-09-03
longsys,2025,December,CNY,1423,Million,2448,-2046,Million,8105,Million,419145,3.38,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-LONGSYS-ELECTRON-146716281/finances/,2026-09-03
longsys,2026,December,CNY,17978,Million,22727,,Million,-14578,Million,429668,42.5,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-LONGSYS-ELECTRON-146716281/finances/,2026-09-03
longsys,2027,December,CNY,11789,Million,15355,,Million,-24031,Million,429668,28.44,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-LONGSYS-ELECTRON-146716281/finances/,2026-09-03
longsys,2028,December,CNY,10939,Million,9379,,Million,-34502,Million,429668,25.19,published diluted share count,https://www.marketscreener.com/quote/stock/SHENZHEN-LONGSYS-ELECTRON-146716281/finances/,2026-09-03
jentech,2024,December,TWD,,Million,,,Million,,Million,142893,24.07,published diluted share count,https://www.marketscreener.com/quote/stock/JENTECH-PRECISION-INDUSTR-16043739/finances/,2026-09-03
jentech,2025,December,TWD,5277,Million,7146,3601,Million,-9134,Million,142922,36.14,published diluted share count,https://www.marketscreener.com/quote/stock/JENTECH-PRECISION-INDUSTR-16043739/finances/,2026-09-03
jentech,2026,December,TWD,10052,Million,13230,6414,Million,-11433,Million,146733,68.51,published diluted share count,https://www.marketscreener.com/quote/stock/JENTECH-PRECISION-INDUSTR-16043739/finances/,2026-09-03
jentech,2027,December,TWD,20829,Million,26846,13437,Million,-19605,Million,146733,142.5,published diluted share count,https://www.marketscreener.com/quote/stock/JENTECH-PRECISION-INDUSTR-16043739/finances/,2026-09-03
jentech,2028,December,TWD,30617,Million,39204,23247,Million,-29553,Million,146733,208.7,published diluted share count,https://www.marketscreener.com/quote/stock/JENTECH-PRECISION-INDUSTR-16043739/finances/,2026-09-03
centec,2024,December,CNY,-68.53,Million,-22.9,,Million,,,410000,-0.17,published diluted share count,https://www.marketscreener.com/quote/stock/SUZHOU-CENTEC-COMMUNICATI-164566107/finances/,2026-09-03
centec,2025,December,CNY,-149.8,Million,,,Million,,,410000,-0.37,published diluted share count,https://www.marketscreener.com/quote/stock/SUZHOU-CENTEC-COMMUNICATI-164566107/finances/,2026-09-03
centec,2026,December,CNY,,Million,,,Million,,,410000,0.11,published diluted share count,https://www.marketscreener.com/quote/stock/SUZHOU-CENTEC-COMMUNICATI-164566107/finances/,2026-09-03
centec,2027,December,CNY,130,Million,,,Million,,,410000,0.38,published diluted share count,https://www.marketscreener.com/quote/stock/SUZHOU-CENTEC-COMMUNICATI-164566107/finances/,2026-09-03
tower,2024,December,USD,207.9,Million,451.3,17.03,Million,-1037,Million,111291,1.85,published diluted share count,https://www.marketscreener.com/quote/stock/TOWER-SEMICONDUCTOR-LTD-11163/finances/,2026-09-03
tower,2025,December,USD,220.5,Million,497.3,-41.08,Million,-990,Million,112210,1.94,published diluted share count,https://www.marketscreener.com/quote/stock/TOWER-SEMICONDUCTOR-LTD-11163/finances/,2026-09-03
tower,2026,December,USD,402.2,Million,768.2,153.1,Million,-1220,Million,113031,3.48,published diluted share count,https://www.marketscreener.com/quote/stock/TOWER-SEMICONDUCTOR-LTD-11163/finances/,2026-09-03
tower,2027,December,USD,701.3,Million,1214,-89.7,Million,-1667,Million,113031,6.137,published diluted share count,https://www.marketscreener.com/quote/stock/TOWER-SEMICONDUCTOR-LTD-11163/finances/,2026-09-03
tower,2028,December,USD,1079,Million,1763,285.2,Million,-2753,Million,113031,9.907,published diluted share count,https://www.marketscreener.com/quote/stock/TOWER-SEMICONDUCTOR-LTD-11163/finances/,2026-09-03
jx-advanced-metals,2024,March,JPY,102624,Million,,,Million,,Million,,110.5,published diluted share count,https://www.marketscreener.com/quote/stock/JX-ADVANCED-METALS-CORPOR-184004208/finances/,2026-09-03
jx-advanced-metals,2025,March,JPY,68271,Million,156500,151622,Million,326400,Million,928463,73.53,published diluted share count,https://www.marketscreener.com/quote/stock/JX-ADVANCED-METALS-CORPOR-184004208/finances/,2026-09-03
jx-advanced-metals,2026,March,JPY,104600,Million,219700,29640,Million,260764,Million,926126,112.9,published diluted share count,https://www.marketscreener.com/quote/stock/JX-ADVANCED-METALS-CORPOR-184004208/finances/,2026-09-03
jx-advanced-metals,2027,March,JPY,169020,Million,322391,32133,Million,459281,Million,950846,185.5,published diluted share count,https://www.marketscreener.com/quote/stock/JX-ADVANCED-METALS-CORPOR-184004208/finances/,2026-09-03
jx-advanced-metals,2028,March,JPY,184195,Million,336541,84233,Million,314152,Million,950846,202.7,published diluted share count,https://www.marketscreener.com/quote/stock/JX-ADVANCED-METALS-CORPOR-184004208/finances/,2026-09-03
jx-advanced-metals,2029,March,JPY,214346,Million,378652,124276,Million,237982,Million,950846,235.9,published diluted share count,https://www.marketscreener.com/quote/stock/JX-ADVANCED-METALS-CORPOR-184004208/finances/,2026-09-03
aspeed,2024,December,TWD,2571,Million,3156,3120,Million,-4011,Million,41603,61.85,published diluted share count,https://www.marketscreener.com/quote/stock/ASPEED-TECHNOLOGY-INC-15688898/finances/,2026-09-03
aspeed,2025,December,TWD,3928,Million,4952,4222,Million,-5788,Million,41583,94.3,published diluted share count,https://www.marketscreener.com/quote/stock/ASPEED-TECHNOLOGY-INC-15688898/finances/,2026-09-03
aspeed,2026,December,TWD,7384,Million,8750,5756,Million,-9656,Million,41583,182.2,published diluted share count,https://www.marketscreener.com/quote/stock/ASPEED-TECHNOLOGY-INC-15688898/finances/,2026-09-03
aspeed,2027,December,TWD,11768,Million,14608,10488,Million,-15275,Million,41583,290.3,published diluted share count,https://www.marketscreener.com/quote/stock/ASPEED-TECHNOLOGY-INC-15688898/finances/,2026-09-03
aspeed,2028,December,TWD,18372,Million,23216,17175,Million,-26219,Million,41583,447.9,published diluted share count,https://www.marketscreener.com/quote/stock/ASPEED-TECHNOLOGY-INC-15688898/finances/,2026-09-03
lite-on,2024,December,TWD,11942,Million,16981,8863,Million,-67496,Million,2300246,5.21,published diluted share count,https://www.marketscreener.com/quote/stock/LITE-ON-TECHNOLOGY-CORPOR-6492334/finances/,2026-09-03
lite-on,2025,December,TWD,15116,Million,20406,7679,Million,-57945,Million,2269772,6.64,published diluted share count,https://www.marketscreener.com/quote/stock/LITE-ON-TECHNOLOGY-CORPOR-6492334/finances/,2026-09-03
lite-on,2026,December,TWD,24607,Million,33942,8512,Million,-51405,Million,2269104,10.75,published diluted share count,https://www.marketscreener.com/quote/stock/LITE-ON-TECHNOLOGY-CORPOR-6492334/finances/,2026-09-03
lite-on,2027,December,TWD,33687,Million,46819,21105,Million,-54893,Million,2269104,14.69,published diluted share count,https://www.marketscreener.com/quote/stock/LITE-ON-TECHNOLOGY-CORPOR-6492334/finances/,2026-09-03
lite-on,2028,December,TWD,48022,Million,66609,31568,Million,-45890,Million,2269104,20.99,published diluted share count,https://www.marketscreener.com/quote/stock/LITE-ON-TECHNOLOGY-CORPOR-6492334/finances/,2026-09-03
acm-shanghai,2024,December,CNY,1153,Million,1376,,Million,-1406,Million,438741,2.61,published diluted share count,https://www.marketscreener.com/quote/stock/ACM-RESEARCH-SHANGHAI-INC-130552393/finances/,2026-09-03
acm-shanghai,2025,December,CNY,1396,Million,1571,-265.1,Million,-2850,Million,480165,3.07,published diluted share count,https://www.marketscreener.com/quote/stock/ACM-RESEARCH-SHANGHAI-INC-130552393/finances/,2026-09-03
acm-shanghai,2026,December,CNY,1743,Million,1806,1108,Million,-3047,Million,482153,3.621,published diluted share count,https://www.marketscreener.com/quote/stock/ACM-RESEARCH-SHANGHAI-INC-130552393/finances/,2026-09-03
acm-shanghai,2027,December,CNY,3030,Million,3194,659,Million,-4266,Million,482153,6.301,published diluted share count,https://www.marketscreener.com/quote/stock/ACM-RESEARCH-SHANGHAI-INC-130552393/finances/,2026-09-03
acm-shanghai,2028,December,CNY,4280,Million,4581,,Million,-3035,Million,482153,8.951,published diluted share count,https://www.marketscreener.com/quote/stock/ACM-RESEARCH-SHANGHAI-INC-130552393/finances/,2026-09-03
vat-group,2024,December,CHF,211.8,Million,293.7,183.2,Million,83.7,Million,29980,7.06,published diluted share count,https://www.marketscreener.com/quote/stock/VAT-GROUP-AG-27114104/finances/,2026-09-03
vat-group,2025,December,CHF,214.3,Million,321.6,230.4,Million,107,Million,29976,7.14,published diluted share count,https://www.marketscreener.com/quote/stock/VAT-GROUP-AG-27114104/finances/,2026-09-03
vat-group,2026,December,CHF,316.3,Million,444.4,239.1,Million,138,Million,29967,10.53,published diluted share count,https://www.marketscreener.com/quote/stock/VAT-GROUP-AG-27114104/finances/,2026-09-03
vat-group,2027,December,CHF,502.2,Million,681,404,Million,-11.3,Million,29967,16.71,published diluted share count,https://www.marketscreener.com/quote/stock/VAT-GROUP-AG-27114104/finances/,2026-09-03
vat-group,2028,December,CHF,599.9,Million,811.8,501.6,Million,-221,Million,29967,19.98,published diluted share count,https://www.marketscreener.com/quote/stock/VAT-GROUP-AG-27114104/finances/,2026-09-03
technoprobe,2024,December,EUR,63.83,Million,136.5,30.48,Million,-656,Million,647273,0.1,published diluted share count,https://www.marketscreener.com/quote/stock/TECHNOPROBE-S-P-A-133432182/finances/,2026-09-03
technoprobe,2025,December,EUR,97.66,Million,201.4,99.65,Million,-684,Million,647518,0.15,published diluted share count,https://www.marketscreener.com/quote/stock/TECHNOPROBE-S-P-A-133432182/finances/,2026-09-03
technoprobe,2026,December,EUR,347.2,Million,525.3,3.167,Million,-689,Million,640319,0.5401,published diluted share count,https://www.marketscreener.com/quote/stock/TECHNOPROBE-S-P-A-133432182/finances/,2026-09-03
technoprobe,2027,December,EUR,514,Million,775.8,285.4,Million,-969,Million,640319,0.8057,published diluted share count,https://www.marketscreener.com/quote/stock/TECHNOPROBE-S-P-A-133432182/finances/,2026-09-03
technoprobe,2028,December,EUR,660.7,Million,990.7,518.1,Million,-1465,Million,640319,1.03,published diluted share count,https://www.marketscreener.com/quote/stock/TECHNOPROBE-S-P-A-133432182/finances/,2026-09-03
