company_id,fiscal_year,fiscal_period,reporting_currency,net_income,income_scale,ebitda,fcf,fcf_scale,net_debt,net_debt_scale,diluted_shares_thousands,source_eps,share_source_method,source_url,source_retrieved_at
cambricon,2024,December,CNY,-452.3,Million,-288.4,,Million,-1874,Million,621651,-0.7315,published diluted share count,https://www.marketscreener.com/quote/stock/CAMBRICON-TECHNOLOGIES-CO-111379938/finances/,2026-09-03
cambricon,2025,December,CNY,2059,Million,2185,-1067,Million,-1303,Million,628311,3.275,published diluted share count,https://www.marketscreener.com/quote/stock/CAMBRICON-TECHNOLOGIES-CO-111379938/finances/,2026-09-03
cambricon,2026,December,CNY,5388,Million,5873,-2246,Million,-5641,Million,628256,8.83,published diluted share count,https://www.marketscreener.com/quote/stock/CAMBRICON-TECHNOLOGIES-CO-111379938/finances/,2026-09-03
cambricon,2027,December,CNY,11400,Million,15312,-9274,Million,-12972,Million,628256,18.19,published diluted share count,https://www.marketscreener.com/quote/stock/CAMBRICON-TECHNOLOGIES-CO-111379938/finances/,2026-09-03
cambricon,2028,December,CNY,19088,Million,25670,,Million,-23914,Million,628256,30.4,published diluted share count,https://www.marketscreener.com/quote/stock/CAMBRICON-TECHNOLOGIES-CO-111379938/finances/,2026-09-03
ase,2024,December,TWD,32483,Million,98982,12174,Million,102209,Million,4339123,7.23,published diluted share count,https://www.marketscreener.com/quote/stock/ASE-TECHNOLOGY-HOLDING-CO-43344229/finances/,2026-09-03
ase,2025,December,TWD,40658,Million,118196,-19900,Million,150646,Million,4363741,8.89,published diluted share count,https://www.marketscreener.com/quote/stock/ASE-TECHNOLOGY-HOLDING-CO-43344229/finances/,2026-09-03
ase,2026,December,TWD,82778,Million,181558,-152779,Million,288949,Million,4397631,18.61,published diluted share count,https://www.marketscreener.com/quote/stock/ASE-TECHNOLOGY-HOLDING-CO-43344229/finances/,2026-09-03
ase,2027,December,TWD,124259,Million,267455,-82014,Million,385754,Million,4397631,27.81,published diluted share count,https://www.marketscreener.com/quote/stock/ASE-TECHNOLOGY-HOLDING-CO-43344229/finances/,2026-09-03
ase,2028,December,TWD,160388,Million,338276,-17533,Million,426222,Million,4397631,36.06,published diluted share count,https://www.marketscreener.com/quote/stock/ASE-TECHNOLOGY-HOLDING-CO-43344229/finances/,2026-09-03
hygon,2024,December,CNY,1929,Million,3977,31.83,Million,,Million,2323818,0.83,published diluted share count,https://www.marketscreener.com/quote/stock/HYGON-INFORMATION-TECHNOL-148161332/finances/,2026-09-03
hygon,2025,December,CNY,2545,Million,5250,927,Million,,Million,2320133,1.1,published diluted share count,https://www.marketscreener.com/quote/stock/HYGON-INFORMATION-TECHNOL-148161332/finances/,2026-09-03
hygon,2026,December,CNY,4447,Million,6331,9359,Million,-5156,Million,2319613,1.926,published diluted share count,https://www.marketscreener.com/quote/stock/HYGON-INFORMATION-TECHNOL-148161332/finances/,2026-09-03
hygon,2027,December,CNY,6937,Million,10045,12050,Million,-5671,Million,2319613,3.058,published diluted share count,https://www.marketscreener.com/quote/stock/HYGON-INFORMATION-TECHNOL-148161332/finances/,2026-09-03
hygon,2028,December,CNY,10154,Million,14116,15548,Million,-9073,Million,2319613,4.651,published diluted share count,https://www.marketscreener.com/quote/stock/HYGON-INFORMATION-TECHNOL-148161332/finances/,2026-09-03
infineon,2024,September,EUR,1301,Million,4055,61,Million,2610,Million,1297316,0.97,published diluted share count,https://www.marketscreener.com/quote/stock/INFINEON-TECHNOLOGIES-AG-436299/finances/,2026-09-03
infineon,2025,September,EUR,1015,Million,3432,1123,Million,4727,Million,1299086,0.76,published diluted share count,https://www.marketscreener.com/quote/stock/INFINEON-TECHNOLOGIES-AG-436299/finances/,2026-09-03
infineon,2026,September,EUR,1673,Million,4502,896.9,Million,4609,Million,1296500,1.275,published diluted share count,https://www.marketscreener.com/quote/stock/INFINEON-TECHNOLOGIES-AG-436299/finances/,2026-09-03
infineon,2027,September,EUR,3091,Million,6549,1687,Million,3637,Million,1296500,2.409,published diluted share count,https://www.marketscreener.com/quote/stock/INFINEON-TECHNOLOGIES-AG-436299/finances/,2026-09-03
infineon,2028,September,EUR,4185,Million,8121,2881,Million,2168,Million,1296500,3.306,published diluted share count,https://www.marketscreener.com/quote/stock/INFINEON-TECHNOLOGIES-AG-436299/finances/,2026-09-03
cadence,2024,December,USD,1055,Million,2110,1118,Million,-168,Million,274263,3.85,published diluted share count,https://www.marketscreener.com/quote/stock/CADENCE-DESIGN-SYSTEMS-IN-8724/finances/,2026-09-03
cadence,2025,December,USD,1109,Million,2589,1587,Million,-521,Million,272201,4.06,published diluted share count,https://www.marketscreener.com/quote/stock/CADENCE-DESIGN-SYSTEMS-IN-8724/finances/,2026-09-03
cadence,2026,December,USD,1332,Million,2996,1806,Million,693,Million,275393,4.806,published diluted share count,https://www.marketscreener.com/quote/stock/CADENCE-DESIGN-SYSTEMS-IN-8724/finances/,2026-09-03
cadence,2027,December,USD,1644,Million,3504,2307,Million,-754,Million,275393,5.886,published diluted share count,https://www.marketscreener.com/quote/stock/CADENCE-DESIGN-SYSTEMS-IN-8724/finances/,2026-09-03
cadence,2028,December,USD,1975,Million,3983,2675,Million,-1959,Million,275393,7.024,published diluted share count,https://www.marketscreener.com/quote/stock/CADENCE-DESIGN-SYSTEMS-IN-8724/finances/,2026-09-03
synopsys,2024,October,USD,1442,Million,2533,1284,Million,-4035,Million,153614,9.25,published diluted share count,https://www.marketscreener.com/quote/stock/SYNOPSYS-INC-4908/finances/,2026-09-03
synopsys,2025,October,USD,1332,Million,2789,1349,Million,10501,Million,185749,8.04,published diluted share count,https://www.marketscreener.com/quote/stock/SYNOPSYS-INC-4908/finances/,2026-09-03
synopsys,2026,October,USD,749.1,Million,3837,2536,Million,6780,Million,191637,3.972,published diluted share count,https://www.marketscreener.com/quote/stock/SYNOPSYS-INC-4908/finances/,2026-09-03
synopsys,2027,October,USD,1322,Million,4484,2975,Million,4895,Million,191637,7.186,published diluted share count,https://www.marketscreener.com/quote/stock/SYNOPSYS-INC-4908/finances/,2026-09-03
synopsys,2028,October,USD,2007,Million,4889,3180,Million,2111,Million,191637,10.62,published diluted share count,https://www.marketscreener.com/quote/stock/SYNOPSYS-INC-4908/finances/,2026-09-03
lumentum,2024,June,USD,-546.5,Million,140.5,-108.3,Million,1616,Million,67600,-8.12,published diluted share count,https://www.marketscreener.com/quote/stock/LUMENTUM-HOLDINGS-INC-23132759/finances/,2026-09-03
lumentum,2025,June,USD,25.9,Million,264.2,-104.7,Million,1696,Million,69400,0.37,published diluted share count,https://www.marketscreener.com/quote/stock/LUMENTUM-HOLDINGS-INC-23132759/finances/,2026-09-03
lumentum,2026,June,USD,-6935,Million,1026,,Million,,Million,77800,-92.96,published diluted share count,https://www.marketscreener.com/quote/stock/LUMENTUM-HOLDINGS-INC-23132759/finances/,2026-09-03
lumentum,2027,June,USD,1941,Million,2770,1138,Million,-1726,Million,89700,21.2,published diluted share count,https://www.marketscreener.com/quote/stock/LUMENTUM-HOLDINGS-INC-23132759/finances/,2026-09-03
lumentum,2028,June,USD,3015,Million,4378,2512,Million,-3918,Million,89700,32.2,published diluted share count,https://www.marketscreener.com/quote/stock/LUMENTUM-HOLDINGS-INC-23132759/finances/,2026-09-03
lumentum,2029,June,USD,4644,Million,6222,4343,Million,-7664,Million,89700,49.96,published diluted share count,https://www.marketscreener.com/quote/stock/LUMENTUM-HOLDINGS-INC-23132759/finances/,2026-09-03
smic,2024,December,USD,492.7,Million,3697,-4489,Million,4600,Million,7976150,0.06,published diluted share count,https://www.marketscreener.com/quote/stock/SMIC-SEMICONDUCTOR-MANUFA-6170774/finances/,2026-09-03
smic,2025,December,USD,685.1,Million,4920,-4908,Million,6715,Million,8000408,0.08,published diluted share count,https://www.marketscreener.com/quote/stock/SMIC-SEMICONDUCTOR-MANUFA-6170774/finances/,2026-09-03
smic,2026,December,USD,1351,Million,6665,-1907,Million,6490,Million,8560806,0.1674,published diluted share count,https://www.marketscreener.com/quote/stock/SMIC-SEMICONDUCTOR-MANUFA-6170774/finances/,2026-09-03
smic,2027,December,USD,1721,Million,7727,-198.6,Million,7838,Million,8560806,0.2135,published diluted share count,https://www.marketscreener.com/quote/stock/SMIC-SEMICONDUCTOR-MANUFA-6170774/finances/,2026-09-03
smic,2028,December,USD,2212,Million,8965,191,Million,8697,Million,8560806,0.2676,published diluted share count,https://www.marketscreener.com/quote/stock/SMIC-SEMICONDUCTOR-MANUFA-6170774/finances/,2026-09-03
naura,2024,December,CNY,5621,Million,7533,-473,Million,-6274,Million,719714,7.826,published diluted share count,https://www.marketscreener.com/quote/stock/NAURA-TECHNOLOGY-GROUP-CO-6970734/finances/,2026-09-03
naura,2025,December,CNY,5522,Million,7305,-128.1,Million,-2493,Million,724378,7.64,published diluted share count,https://www.marketscreener.com/quote/stock/NAURA-TECHNOLOGY-GROUP-CO-6970734/finances/,2026-09-03
naura,2026,December,CNY,7356,Million,9483,5185,Million,-2996,Million,725689,10.18,published diluted share count,https://www.marketscreener.com/quote/stock/NAURA-TECHNOLOGY-GROUP-CO-6970734/finances/,2026-09-03
naura,2027,December,CNY,11399,Million,13926,3376,Million,-7477,Million,725689,15.67,published diluted share count,https://www.marketscreener.com/quote/stock/NAURA-TECHNOLOGY-GROUP-CO-6970734/finances/,2026-09-03
naura,2028,December,CNY,15167,Million,19566,13051,Million,-12511,Million,725689,20.73,published diluted share count,https://www.marketscreener.com/quote/stock/NAURA-TECHNOLOGY-GROUP-CO-6970734/finances/,2026-09-03
samsung-electro-mechanics,2024,December,KRW,679.1,Billion,1575,653833,Million,-356,Billion,75547,8988,published diluted share count,https://www.marketscreener.com/quote/stock/SAMSUNG-ELECTRO-MECHANICS-6492387/finances/,2026-09-03
samsung-electro-mechanics,2025,December,KRW,706.1,Billion,1838,297978,Million,-424,Billion,75547,9345,published diluted share count,https://www.marketscreener.com/quote/stock/SAMSUNG-ELECTRO-MECHANICS-6492387/finances/,2026-09-03
samsung-electro-mechanics,2026,December,KRW,1575,Billion,3077,-31173,Million,197,Billion,75547,20574,published diluted share count,https://www.marketscreener.com/quote/stock/SAMSUNG-ELECTRO-MECHANICS-6492387/finances/,2026-09-03
samsung-electro-mechanics,2027,December,KRW,3190,Billion,5343,1219710,Million,233,Billion,75547,41946,published diluted share count,https://www.marketscreener.com/quote/stock/SAMSUNG-ELECTRO-MECHANICS-6492387/finances/,2026-09-03
samsung-electro-mechanics,2028,December,KRW,4845,Billion,7616,3019167,Million,-947,Billion,75547,64505,published diluted share count,https://www.marketscreener.com/quote/stock/SAMSUNG-ELECTRO-MECHANICS-6492387/finances/,2026-09-03
shin-etsu,2024,March,JPY,520140,Million,928657,348297,Million,-1695410,Million,1995336,259.4,published diluted share count,https://www.marketscreener.com/quote/stock/SHIN-ETSU-CHEMICAL-CO-LTD-6491197/finances/,2026-09-03
shin-etsu,2025,March,JPY,534021,Million,980462,442461,Million,-1691597,Million,1979703,269.5,published diluted share count,https://www.marketscreener.com/quote/stock/SHIN-ETSU-CHEMICAL-CO-LTD-6491197/finances/,2026-09-03
shin-etsu,2026,March,JPY,474459,Million,878177,372945,Million,-1423800,Million,1855820,252.7,published diluted share count,https://www.marketscreener.com/quote/stock/SHIN-ETSU-CHEMICAL-CO-LTD-6491197/finances/,2026-09-03
shin-etsu,2027,March,JPY,556422,Million,986362,460214,Million,-1303715,Million,1859695,302.7,published diluted share count,https://www.marketscreener.com/quote/stock/SHIN-ETSU-CHEMICAL-CO-LTD-6491197/finances/,2026-09-03
shin-etsu,2028,March,JPY,622553,Million,1100954,442629,Million,-1286744,Million,1859695,343.7,published diluted share count,https://www.marketscreener.com/quote/stock/SHIN-ETSU-CHEMICAL-CO-LTD-6491197/finances/,2026-09-03
shin-etsu,2029,March,JPY,690773,Million,1218184,469012,Million,-1308499,Million,1859695,385.7,published diluted share count,https://www.marketscreener.com/quote/stock/SHIN-ETSU-CHEMICAL-CO-LTD-6491197/finances/,2026-09-03
monolithic-power,2024,December,USD,1787,Million,800.6,642.3,Million,-863,Million,48780,36.59,published diluted share count,https://www.marketscreener.com/quote/stock/MONOLITHIC-POWER-SYSTEMS--10076/finances/,2026-09-03
monolithic-power,2025,December,USD,615.9,Million,1035,666.2,Million,-1257,Million,47907,12.75,published diluted share count,https://www.marketscreener.com/quote/stock/MONOLITHIC-POWER-SYSTEMS--10076/finances/,2026-09-03
monolithic-power,2026,December,USD,1112,Million,1628,1144,Million,-2106,Million,49143,22.52,published diluted share count,https://www.marketscreener.com/quote/stock/MONOLITHIC-POWER-SYSTEMS--10076/finances/,2026-09-03
monolithic-power,2027,December,USD,1498,Million,2034,1611,Million,-3360,Million,49143,30.12,published diluted share count,https://www.marketscreener.com/quote/stock/MONOLITHIC-POWER-SYSTEMS--10076/finances/,2026-09-03
monolithic-power,2028,December,USD,1809,Million,2479,2083,Million,-5043,Million,49143,36.23,published diluted share count,https://www.marketscreener.com/quote/stock/MONOLITHIC-POWER-SYSTEMS--10076/finances/,2026-09-03
nxp,2024,December,USD,2510,Million,5064,2055,Million,7562,Million,254156,9.73,published diluted share count,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/,2026-09-03
nxp,2025,December,USD,2021,Million,4727,2425,Million,8955,Million,251674,7.95,published diluted share count,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/,2026-09-03
nxp,2026,December,USD,3710,Million,5618,3831,Million,6386,Million,252164,14.73,published diluted share count,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/,2026-09-03
nxp,2027,December,USD,3871,Million,6457,4151,Million,3785,Million,252164,15.63,published diluted share count,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/,2026-09-03
nxp,2028,December,USD,4446,Million,7251,4899,Million,1623,Million,252164,18.18,published diluted share count,https://www.marketscreener.com/quote/stock/NXP-SEMICONDUCTORS-N-V-6467512/finances/,2026-09-03
teradyne,2024,December,USD,542.4,Million,696,474.1,Million,-600,Million,162861,3.32,published diluted share count,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/,2026-09-03
teradyne,2025,December,USD,554,Million,838.1,450.4,Million,-122,Million,156608,3.47,published diluted share count,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/,2026-09-03
teradyne,2026,December,USD,1406,Million,1824,1253,Million,-831,Million,156341,8.878,published diluted share count,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/,2026-09-03
teradyne,2027,December,USD,1835,Million,2313,1430,Million,-1539,Million,156341,11.74,published diluted share count,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/,2026-09-03
teradyne,2028,December,USD,2405,Million,2775,2070,Million,-2654,Million,156341,15.58,published diluted share count,https://www.marketscreener.com/quote/stock/TERADYNE-INC-47342162/finances/,2026-09-03
coherent,2024,June,USD,-279.5,Million,1002,198.9,Million,3000,Million,152461,-1.84,published diluted share count,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/,2026-09-03
coherent,2025,June,USD,-80.6,Million,1288,192.8,Million,2778,Million,155441,-0.52,published diluted share count,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/,2026-09-03
coherent,2026,June,USD,769.9,Million,1698,-1023,Million,2060,Million,195639,4.12,published diluted share count,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/,2026-09-03
coherent,2027,June,USD,1531,Million,2820,-571.6,Million,1668,Million,195832,7.432,published diluted share count,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/,2026-09-03
coherent,2028,June,USD,2594,Million,4090,1868,Million,202,Million,195832,12.19,published diluted share count,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/,2026-09-03
coherent,2029,June,USD,3504,Million,5740,,Million,-2170,Million,195832,17.18,published diluted share count,https://www.marketscreener.com/quote/stock/COHERENT-CORP-9656/finances/,2026-09-03
nanya-technology,2024,December,TWD,-5083,Million,5595,-24048,Million,-57908,Million,3098628,-1.64,published diluted share count,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/,2026-09-03
nanya-technology,2025,December,TWD,6603,Million,19525,5123,Million,-38818,Million,3098628,2.13,published diluted share count,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/,2026-09-03
nanya-technology,2026,December,TWD,211783,Million,286824,92448,Million,-232021,Million,3450206,65.87,published diluted share count,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/,2026-09-03
nanya-technology,2027,December,TWD,296160,Million,440639,113888,Million,-354413,Million,3450206,96.94,published diluted share count,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/,2026-09-03
nanya-technology,2028,December,TWD,416201,Million,490048,178765,Million,-543988,Million,3450206,109.1,published diluted share count,https://www.marketscreener.com/quote/stock/NANYA-TECHNOLOGY-CORPORAT-6491619/finances/,2026-09-03
amec,2024,December,CNY,1616,Million,1230,563.3,Million,-7004,Million,927323,1.745,published diluted share count,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/,2026-09-03
amec,2025,December,CNY,2111,Million,2533,1449,Million,-7202,Million,929834,2.255,published diluted share count,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/,2026-09-03
amec,2026,December,CNY,4861,Million,3878,2441,Million,-7572,Million,957842,5.328,published diluted share count,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/,2026-09-03
amec,2027,December,CNY,5263,Million,5686,3090,Million,-9320,Million,957842,5.712,published diluted share count,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/,2026-09-03
amec,2028,December,CNY,7222,Million,7930,5420,Million,-12526,Million,957842,8.351,published diluted share count,https://www.marketscreener.com/quote/stock/ADVANCED-MICRO-FABRICATIO-64752214/finances/,2026-09-03
hoya,2024,March,JPY,181377,Million,401017,186994,Million,-495923,Million,351847,515.5,derived from net income / published EPS,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/,2026-09-03
hoya,2025,March,JPY,202101,Million,378331,174195,Million,-496684,Million,347611,581.4,derived from net income / published EPS,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/,2026-09-03
hoya,2026,March,JPY,253085,Million,343459,212735,Million,-531851,Million,340214,743.9,derived from net income / published EPS,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/,2026-09-03
hoya,2027,March,JPY,271136,Million,404098,249200,Million,-469228,Million,332356,815.8,derived from net income / published EPS,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/,2026-09-03
hoya,2028,March,JPY,302539,Million,447130,254185,Million,-441352,Million,329240,918.9,derived from net income / published EPS,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/,2026-09-03
hoya,2029,March,JPY,337143,Million,501965,282743,Million,-431525,Million,324488,1039,derived from net income / published EPS,https://www.marketscreener.com/quote/stock/HOYA-CORPORATION-6491345/finances/,2026-09-03
astera-labs,2024,December,USD,-83.42,Million,122.7,102.4,Million,-914,Million,158611,-0.64,published diluted share count,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/,2026-09-03
astera-labs,2025,December,USD,219.1,Million,341.2,281.8,Million,-1189,Million,168904,1.22,published diluted share count,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/,2026-09-03
astera-labs,2026,December,USD,588.1,Million,825.5,504.8,Million,-1806,Million,173485,3.266,published diluted share count,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/,2026-09-03
astera-labs,2027,December,USD,857.3,Million,1307,997.9,Million,-3122,Million,173485,4.738,published diluted share count,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/,2026-09-03
astera-labs,2028,December,USD,1107,Million,1773,1281,Million,-5010,Million,173485,6.357,published diluted share count,https://www.marketscreener.com/quote/stock/ASTERA-LABS-INC-167508773/finances/,2026-09-03
umc,2024,December,TWD,47211,Million,99781,5328,Million,-24173,Million,12560716,3.8,published diluted share count,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/,2026-09-03
umc,2025,December,TWD,41716,Million,103208,52119,Million,-32315,Million,12555278,3.34,published diluted share count,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/,2026-09-03
umc,2026,December,TWD,87534,Million,130048,76432,Million,-86718,Million,12576985,7.079,published diluted share count,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/,2026-09-03
umc,2027,December,TWD,84049,Million,165205,80481,Million,-100465,Million,12576985,6.97,published diluted share count,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/,2026-09-03
umc,2028,December,TWD,96242,Million,191052,106451,Million,-131885,Million,12576985,7.969,published diluted share count,https://www.marketscreener.com/quote/stock/UNITED-MICROELECTRONICS-C-6494400/finances/,2026-09-03
unimicron,2024,December,TWD,5082,Million,22347,-15834,Million,-3780,Million,1523830,3.31,published diluted share count,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/,2026-09-03
unimicron,2025,December,TWD,6673,Million,25447,-10650,Million,3969,Million,1528652,4.34,published diluted share count,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/,2026-09-03
unimicron,2026,December,TWD,33335,Million,51142,-9622,Million,-41068,Million,1640421,20.21,published diluted share count,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/,2026-09-03
unimicron,2027,December,TWD,55873,Million,94682,36369,Million,-83352,Million,1640421,36.25,published diluted share count,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/,2026-09-03
unimicron,2028,December,TWD,86029,Million,144661,33650,Million,-140137,Million,1640421,57.23,published diluted share count,https://www.marketscreener.com/quote/stock/UNIMICRON-TECHNOLOGY-CORP-6496098/finances/,2026-09-03
asm-international,2024,December,EUR,685.8,Million,997.9,729.8,Million,-903,Million,48992,13.89,published diluted share count,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/,2026-09-03
asm-international,2025,December,EUR,723.7,Million,1189,842.4,Million,-1027,Million,48875,14.7,published diluted share count,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/,2026-09-03
asm-international,2026,December,EUR,1128,Million,1598,776.8,Million,-1526,Million,48982,23.15,published diluted share count,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/,2026-09-03
asm-international,2027,December,EUR,1494,Million,2094,1295,Million,-2289,Million,48982,31.15,published diluted share count,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/,2026-09-03
asm-international,2028,December,EUR,1755,Million,2457,1517,Million,-3348,Million,48982,37.19,published diluted share count,https://www.marketscreener.com/quote/stock/ASM-INTERNATIONAL-N-V-6312/finances/,2026-09-03
stmicroelectronics,2024,December,USD,1557,Million,3436,288,Million,-3231,Million,898175,1.66,published diluted share count,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/,2026-09-03
stmicroelectronics,2025,December,USD,166,Million,2405,309,Million,-2789,Million,888746,0.18,published diluted share count,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/,2026-09-03
stmicroelectronics,2026,December,USD,1079,Million,3302,862,Million,-2067,Million,892104,1.155,published diluted share count,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/,2026-09-03
stmicroelectronics,2027,December,USD,2251,Million,4651,2293,Million,-3353,Million,892104,2.581,published diluted share count,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/,2026-09-03
stmicroelectronics,2028,December,USD,3072,Million,5680,3565,Million,-5658,Million,892104,3.731,published diluted share count,https://www.marketscreener.com/quote/stock/STMICROELECTRONICS-N-V-4710/finances/,2026-09-03
credo,2024,May,USD,-28.37,Million,16.5,17.08,Million,-410,Million,163291,-0.18,published diluted share count,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/,2026-09-03
credo,2025,May,USD,52.18,Million,137.3,29.02,Million,-431,Million,169801,0.29,published diluted share count,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/,2026-09-03
credo,2026,May,USD,472.3,Million,673.5,407,Million,-1443,Million,184450,2.51,published diluted share count,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/,2026-09-03
credo,2027,May,USD,884.3,Million,1328,828.9,Million,-1518,Million,186478,4.425,published diluted share count,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/,2026-09-03
credo,2028,May,USD,1534,Million,2122,1717,Million,-3129,Million,186478,7.465,published diluted share count,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/,2026-09-03
credo,2029,May,USD,2045,Million,2776,2142,Million,-5260,Million,186478,9.854,published diluted share count,https://www.marketscreener.com/quote/stock/CREDO-TECHNOLOGY-GROUP-HO-132401547/finances/,2026-09-03
gigadevice,2024,December,CNY,1103,Million,1247,1563,Million,-8177,Million,665872,1.66,published diluted share count,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/,2026-09-03
gigadevice,2025,December,CNY,1648,Million,1860,1100,Million,-8932,Million,696765,2.47,published diluted share count,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/,2026-09-03
gigadevice,2026,December,CNY,14493,Million,10603,8473,Million,-21076,Million,701745,20.88,published diluted share count,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/,2026-09-03
gigadevice,2027,December,CNY,12860,Million,10743,5582,Million,-38393,Million,701745,17.95,published diluted share count,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/,2026-09-03
gigadevice,2028,December,CNY,11731,Million,12101,7668,Million,-55132,Million,701745,16.95,published diluted share count,https://www.marketscreener.com/quote/stock/GIGADEVICE-SEMICONDUCTOR--42843923/finances/,2026-09-03
metax,2024,December,CNY,-1409,Million,,,Million,,Million,,-7.01,published diluted share count,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/,2026-09-03
metax,2025,December,CNY,-789.4,Million,-481.2,,Million,-6700,Million,400100,-2.44,published diluted share count,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/,2026-09-03
metax,2026,December,CNY,547.1,Million,161.1,-2247,Million,-2490,Million,400100,1.368,published diluted share count,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/,2026-09-03
metax,2027,December,CNY,848,Million,601,1.073,Million,-4898,Million,400100,2.034,published diluted share count,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/,2026-09-03
metax,2028,December,CNY,1852,Million,1208,1869,Million,-6185,Million,400100,4.371,published diluted share count,https://www.marketscreener.com/quote/stock/METAX-INTEGRATED-CIRCUITS-201029032/finances/,2026-09-03
microchip,2024,March,USD,1907,Million,3623,2608,Million,5680,Million,540388,3.48,published diluted share count,https://www.marketscreener.com/quote/stock/MICROCHIP-TECHNOLOGY-INCO-4887/finances/,2026-09-03
